	genome_name	genome_name	genome_name	genome_name
1280.11288	10	1	Staphylococcus aureus strain 3688STDY6124824	10
1280.11289	10	1	Staphylococcus aureus strain 3688STDY6124820	10
1280.11290	10	1	Staphylococcus aureus strain 3688STDY6124819	10
1280.11291	10	1	Staphylococcus aureus strain 3688STDY6124818	10
1280.11292	10	1	Staphylococcus aureus strain 3688STDY6124817	10
1280.11293	10	1	Staphylococcus aureus strain 3688STDY6124815	10
1280.11294	10	1	Staphylococcus aureus strain 3688STDY6124814	10
1280.11295	10	1	Staphylococcus aureus strain 3688STDY6124812	10
1280.11296	10	1	Staphylococcus aureus strain 3688STDY6124968	10
1280.11297	10	1	Staphylococcus aureus strain 3688STDY6125048	10
1280.11298	10	1	Staphylococcus aureus strain 3688STDY6125047	10
1280.11299	10	1	Staphylococcus aureus strain 3688STDY6125046	10
1280.11300	10	1	Staphylococcus aureus strain 3688STDY6125045	10
1280.11301	10	1	Staphylococcus aureus strain 3688STDY6125043	10
1280.11302	10	1	Staphylococcus aureus strain 3688STDY6125042	10
1280.11303	10	1	Staphylococcus aureus strain 3688STDY6125041	10
1280.11304	10	1	Staphylococcus aureus strain 3688STDY6124967	10
1280.11305	10	1	Staphylococcus aureus strain 3688STDY6125039	10
1280.11306	10	1	Staphylococcus aureus strain 3688STDY6125038	10
1280.11307	10	1	Staphylococcus aureus strain 3688STDY6125037	10
1280.11308	10	1	Staphylococcus aureus strain 3688STDY6125035	10
1280.11309	10	1	Staphylococcus aureus strain 3688STDY6125034	10
1280.11310	10	1	Staphylococcus aureus strain 3688STDY6125033	10
1280.11311	10	1	Staphylococcus aureus strain 3688STDY6125032	10
1280.11312	10	1	Staphylococcus aureus strain 3688STDY6125031	10
1280.11313	10	1	Staphylococcus aureus strain 3688STDY6125027	10
1280.11314	10	1	Staphylococcus aureus strain 3688STDY6125029	10
1280.11315	10	1	Staphylococcus aureus strain 3688STDY6125025	10
1280.11316	10	1	Staphylococcus aureus strain 3688STDY6125026	10
1280.11317	10	1	Staphylococcus aureus strain 3688STDY6125024	10
1280.11318	10	1	Staphylococcus aureus strain 3688STDY6125023	10
1280.11319	10	1	Staphylococcus aureus strain 3688STDY6124965	10
1280.11320	10	1	Staphylococcus aureus strain 3688STDY6125019	10
1280.11321	10	1	Staphylococcus aureus strain 3688STDY6125020	10
1280.11322	10	1	Staphylococcus aureus strain 3688STDY6125018	10
1280.11323	10	1	Staphylococcus aureus strain 3688STDY6125016	10
1280.11324	10	1	Staphylococcus aureus strain 3688STDY6125015	10
1280.11325	10	1	Staphylococcus aureus strain 3688STDY6125014	10
1280.11326	10	1	Staphylococcus aureus strain 3688STDY6125013	10
1280.11327	10	1	Staphylococcus aureus strain 3688STDY6125012	10
1280.11328	10	1	Staphylococcus aureus strain 3688STDY6124964	10
1280.11329	10	1	Staphylococcus aureus strain 3688STDY6125011	10
1280.11330	10	1	Staphylococcus aureus strain 3688STDY6125010	10
1280.11331	10	1	Staphylococcus aureus strain 3688STDY6125009	10
1280.11332	10	1	Staphylococcus aureus strain 3688STDY6125008	10
1280.11333	10	1	Staphylococcus aureus strain 3688STDY6125007	10
1280.11334	10	1	Staphylococcus aureus strain 3688STDY6125006	10
1280.11335	10	1	Staphylococcus aureus strain 3688STDY6125005	10
1280.11336	10	1	Staphylococcus aureus strain 3688STDY6125001	10
1280.11337	10	1	Staphylococcus aureus strain 3688STDY6125000	10
1280.11338	10	1	Staphylococcus aureus strain 3688STDY6124999	10
1280.11339	10	1	Staphylococcus aureus strain 3688STDY6124963	10
1280.11341	10	1	Staphylococcus aureus strain 3688STDY6124997	10
1280.11342	10	1	Staphylococcus aureus strain 3688STDY6124996	10
1280.11343	10	1	Staphylococcus aureus strain 3688STDY6124995	10
1280.11344	10	1	Staphylococcus aureus strain 3688STDY6124992	10
1280.11345	10	1	Staphylococcus aureus strain 3688STDY6124989	10
1280.11346	10	1	Staphylococcus aureus strain 3688STDY6124962	10
1280.11347	10	1	Staphylococcus aureus strain 3688STDY6124988	10
1280.11348	10	1	Staphylococcus aureus strain 3688STDY6124986	10
1280.11349	10	1	Staphylococcus aureus strain 3688STDY6124984	10
1280.11350	10	1	Staphylococcus aureus strain 3688STDY6124983	10
1280.11351	10	1	Staphylococcus aureus strain 3688STDY6124982	10
1280.11352	10	1	Staphylococcus aureus strain 3688STDY6124981	10
1280.11353	10	1	Staphylococcus aureus strain 3688STDY6124980	10
1280.11354	10	1	Staphylococcus aureus strain 3688STDY6124979	10
1280.11355	10	1	Staphylococcus aureus strain 3688STDY6124961	10
1280.11356	10	1	Staphylococcus aureus strain 3688STDY6124977	10
1280.11357	10	1	Staphylococcus aureus strain 3688STDY6124976	10
1280.11358	10	1	Staphylococcus aureus strain 3688STDY6124974	10
1280.11359	10	1	Staphylococcus aureus strain 3688STDY6124970	10
1280.11699	10	1	Staphylococcus aureus strain 3688STDY6124973	10
1280.11700	10	1	Staphylococcus aureus strain 3688STDY6124975	10
1280.11701	10	1	Staphylococcus aureus strain 3688STDY6124990	10
1280.11702	10	1	Staphylococcus aureus strain 3688STDY6125022	10
1280.11703	10	1	Staphylococcus aureus strain 3688STDY6125036	10
1280.11704	10	1	Staphylococcus aureus strain 3688STDY6124823	10
1280.11705	10	1	Staphylococcus aureus strain 3688STDY6124827	10
1280.11706	10	1	Staphylococcus aureus strain 3688STDY6124857	10
1280.11707	10	1	Staphylococcus aureus strain 3688STDY6124864	10
1280.11708	10	1	Staphylococcus aureus strain 3688STDY6124872	10
1280.11709	10	1	Staphylococcus aureus strain 3688STDY6124890	10
1280.11710	10	1	Staphylococcus aureus strain 3688STDY6124898	10
1280.11711	10	1	Staphylococcus aureus strain 3688STDY6124902	10
1280.11712	10	1	Staphylococcus aureus strain 3688STDY6124908	10
1280.11713	10	1	Staphylococcus aureus strain 3688STDY6124913	10
1280.11714	10	1	Staphylococcus aureus strain 3688STDY6124914	10
1280.11715	10	1	Staphylococcus aureus strain 3688STDY6124915	10
1280.11716	10	1	Staphylococcus aureus strain 3688STDY6124919	10
1280.11717	10	1	Staphylococcus aureus strain 3688STDY6124924	10
1280.11718	10	1	Staphylococcus aureus strain 3688STDY6124953	10
1280.11719	10	1	Staphylococcus aureus strain 3688STDY6124954	10
1280.11720	10	1	Staphylococcus aureus strain 3688STDY6125141	10
1280.11721	10	1	Staphylococcus aureus strain 3688STDY6124993	10
1280.11722	10	1	Staphylococcus aureus strain 3688STDY6124830	10
1280.11723	10	1	Staphylococcus aureus strain 3688STDY6124887	10
1280.11724	10	1	Staphylococcus aureus strain 3688STDY6124941	10
1280.11725	10	1	Staphylococcus aureus strain 3688STDY6124959	10
1280.11726	10	1	Staphylococcus aureus strain 3688STDY6125061	10
1280.15865	36	1	Staphylococcus aureus strain N32_250215	36
1280.15866	36	1	Staphylococcus aureus strain HCW11A_151214	36
1280.15867	36	1	Staphylococcus aureus strain N36_040315	36
1280.15868	36	1	Staphylococcus aureus strain N38_040315	36
1280.15869	36	1	Staphylococcus aureus strain W22_020215	36
1280.15870	36	1	Staphylococcus aureus strain HCW24_100415	36
1280.15871	36	1	Staphylococcus aureus strain HCW01_170215	36
1280.15872	36	1	Staphylococcus aureus strain W27_050315	36
1280.15873	36	1	Staphylococcus aureus strain N37_040315	36
1280.15874	36	1	Staphylococcus aureus strain N46_140415	36
1280.15875	36	1	Staphylococcus aureus strain HCW05_100415	36
1280.15876	36	1	Staphylococcus aureus strain HCW07_130215	36
1280.15877	36	1	Staphylococcus aureus strain HCW18_130415	36
1280.15878	36	1	Staphylococcus aureus strain W24A_090215	36
1280.15880	36	1	Staphylococcus aureus strain B21_100115	36
1280.15881	36	1	Staphylococcus aureus strain N21_100115	36
1280.15882	36	1	Staphylococcus aureus strain N05B_191214	36
1280.15883	36	1	Staphylococcus aureus strain N31_250215	36
1280.15884	36	1	Staphylococcus aureus strain N05A_091214	36
1280.15885	36	1	Staphylococcus aureus strain N35_200515	36
1280.15886	36	1	Staphylococcus aureus strain N13A_311214	36
1280.15887	36	1	Staphylococcus aureus strain N04_011214	36
1280.15888	36	1	Staphylococcus aureus strain N12_291214	36
1280.15889	36	1	Staphylococcus aureus strain W01A_051214	36
1280.15890	36	1	Staphylococcus aureus strain N51_200515	36
1280.15891	36	1	Staphylococcus aureus strain N55_130515	36
1280.15892	36	1	Staphylococcus aureus strain HCW05_031214	36
1280.15893	36	1	Staphylococcus aureus strain N57_130515	36
1280.15894	36	1	Staphylococcus aureus strain W35_120315	36
1280.15895	36	1	Staphylococcus aureus strain B58_200515	36
1280.15896	36	1	Staphylococcus aureus strain HCW05_140115	36
1280.15897	36	1	Staphylococcus aureus strain HCW23_100415	36
1280.15898	36	1	Staphylococcus aureus strain N58_190515	36
1280.15899	36	1	Staphylococcus aureus strain W35_170415	36
1280.15900	36	1	Staphylococcus aureus strain W46_140415	36
1280.15901	36	1	Staphylococcus aureus strain N62_270515	36
1280.15902	36	1	Staphylococcus aureus strain W47_060515	36
1280.15903	36	1	Staphylococcus aureus strain W49_290415	36
1280.15904	36	1	Staphylococcus aureus strain W51_290415	36
1280.15905	36	1	Staphylococcus aureus strain W57_130515	36
1280.15906	36	1	Staphylococcus aureus strain W58_190515	36
1280.15907	36	1	Staphylococcus aureus strain W55_130515	36
1280.15908	36	1	Staphylococcus aureus strain W54_110515	36
1280.15909	36	1	Staphylococcus aureus strain W62_270515	36
1280.15910	36	1	Staphylococcus aureus strain B03_011214	36
1280.15911	36	1	Staphylococcus aureus strain B12A_030115	36
1280.15912	36	1	Staphylococcus aureus strain B28_120215	36
1280.15913	36	1	Staphylococcus aureus strain N34_260215	36
1280.15914	36	1	Staphylococcus aureus strain N35_260215	36
1280.15915	36	1	Staphylococcus aureus strain W12_291214	36
1280.15916	36	1	Staphylococcus aureus strain W08A_161214	36
1280.15917	36	1	Staphylococcus aureus strain W43_010415	36
1280.15918	36	1	Staphylococcus aureus strain W42_230315	36
1280.15919	36	1	Staphylococcus aureus strain HCW21B_160215	36
1280.15920	36	1	Staphylococcus aureus strain B26A_160215	36
1280.15921	36	1	Staphylococcus aureus strain W24B_090215	36
1280.15922	36	1	Staphylococcus aureus strain W01_191114	36
1280.15923	36	1	Staphylococcus aureus strain B26B_160215	36
1280.15924	36	1	Staphylococcus aureus strain W08B_161214	36
1280.15925	36	1	Staphylococcus aureus strain W13_311214	36
1280.15926	36	1	Staphylococcus aureus strain W21A_100115	36
1280.15927	36	1	Staphylococcus aureus strain W31_250215	36
1280.15928	36	1	Staphylococcus aureus strain HCW16_100415	36
1280.15929	36	1	Staphylococcus aureus strain HCW21A_160215	36
1280.15930	49	1	Staphylococcus aureus strain 13C	49
1280.15931	46	1	Staphylococcus aureus strain LAC	46
1280.15938	20	1	Staphylococcus aureus strain 0780-1302-2015	20
1280.15939	14	1	Staphylococcus aureus strain 0345-2701-2015	14
1280.16051	20	1	Staphylococcus aureus strain 1014-2602-2015	20
1280.16052	20	1	Staphylococcus aureus strain 0908-2002-2015	20
1280.16061	16	1	Staphylococcus aureus strain AR466	16
1280.16384	16	1	Staphylococcus aureus strain AR462	16
1280.16385	16	1	Staphylococcus aureus strain AR464	16
1280.16386	16	1	Staphylococcus aureus strain AR461	16
1280.16387	16	1	Staphylococcus aureus strain AR465	16
1280.16436	20	1	Staphylococcus aureus strain 0257-2201-2015	20
1280.16548	16	1	Staphylococcus aureus strain AR_0472	16
1280.16549	15	1	Staphylococcus aureus strain AR_0223	15
1280.16550	15	1	Staphylococcus aureus strain AR_0219	15
1280.16551	15	1	Staphylococcus aureus strain AR_0216	15
1280.16552	16	1	Staphylococcus aureus strain AR_0470	16
1280.16553	16	1	Staphylococcus aureus strain AR_0471	16
1280.16554	16	1	Staphylococcus aureus strain AR_0473	16
1280.16555	16	1	Staphylococcus aureus strain AR_0467	16
1280.16556	15	1	Staphylococcus aureus strain AR_0225	15
1280.16557	16	1	Staphylococcus aureus strain AR_0469	16
1280.16558	15	1	Staphylococcus aureus strain AR_0215	15
1280.16566	15	1	Staphylococcus aureus strain AR_0226	15
1280.16567	16	1	Staphylococcus aureus strain AR_0468	16
1280.16568	15	1	Staphylococcus aureus strain AR_0228	15
1280.16569	15	1	Staphylococcus aureus strain AR_0222	15
1280.16570	15	1	Staphylococcus aureus strain AR_0220	15
1280.16759	15	1	Staphylococcus aureus strain AR_0227	15
1280.16760	15	1	Staphylococcus aureus strain AR_0224	15
1280.16761	15	1	Staphylococcus aureus strain AR_0221	15
1280.16762	15	1	Staphylococcus aureus strain AR_0218	15
1280.16763	20	1	Staphylococcus aureus strain 0943-1505-2016	20
1280.16768	16	1	Staphylococcus aureus strain AR_475	16
1280.16771	30	1	Staphylococcus aureus strain YK046	30
1280.16772	30	1	Staphylococcus aureus strain YI040	30
1280.16773	30	1	Staphylococcus aureus strain YH030	30
1280.16774	30	1	Staphylococcus aureus strain YH022	30
1280.16775	30	1	Staphylococcus aureus strain YG029	30
1280.16776	30	1	Staphylococcus aureus strain YF037	30
1280.16805	30	1	Staphylococcus aureus strain YF012	30
1280.16836	30	1	Staphylococcus aureus strain AL008	30
1280.16838	30	1	Staphylococcus aureus strain AK046	30
1280.16839	30	1	Staphylococcus aureus strain AD057	30
1280.16840	30	1	Staphylococcus aureus strain AD010	30
1280.16841	30	1	Staphylococcus aureus strain AC045	30
1280.16858	30	1	Staphylococcus aureus strain AL048	30
1280.16859	30	1	Staphylococcus aureus strain AK017	30
1280.16860	30	1	Staphylococcus aureus strain AH027	30
1280.16861	30	1	Staphylococcus aureus strain AH022	30
1280.16862	30	1	Staphylococcus aureus strain AH018	30
1280.16863	30	1	Staphylococcus aureus strain AG037	30
1280.16864	30	1	Staphylococcus aureus strain AF012	30
1280.16865	30	1	Staphylococcus aureus strain AD016	30
1280.17656	16	1	Staphylococcus aureus strain AR_0476	16
1280.17671	16	1	Staphylococcus aureus strain AR_474	16
1280.19784	14	1	Staphylococcus aureus strain 181	14
1280.19785	13	1	Staphylococcus aureus strain 302	13
1280.19786	15	1	Staphylococcus aureus strain FDA-CDC-AR_0217	15
1280.19787	1	1	Staphylococcus aureus strain TCH1516	1
1280.19788	1	1	Staphylococcus aureus strain TCH1516	1
1280.19789	1	1	Staphylococcus aureus strain TCH1516	1
1280.19790	1	1	Staphylococcus aureus strain TCH1516	1
1280.19791	1	1	Staphylococcus aureus strain TCH1516	1
1280.19792	1	1	Staphylococcus aureus strain TCH1516	1
1280.19793	1	1	Staphylococcus aureus strain TCH1516	1
1280.21073	20	1	Staphylococcus aureus strain 0537-0302-2015	20
1280.21074	20	1	Staphylococcus aureus strain 0137-2003-2005	20
1280.21075	20	1	Staphylococcus aureus strain 0141-0204-2007	20
1280.24755	1	1	Staphylococcus aureus strain 12483_8_74	1
1280.24756	1	1	Staphylococcus aureus strain 12483_8_17	1
1280.24757	1	1	Staphylococcus aureus strain 12625_1_17	1
1280.24758	1	1	Staphylococcus aureus strain 12625_1_20	1
1280.24759	1	1	Staphylococcus aureus strain 12483_8_71	1
1280.24760	1	1	Staphylococcus aureus strain 12625_1_23	1
1280.24761	1	1	Staphylococcus aureus strain 12625_1_22	1
1280.24762	1	1	Staphylococcus aureus strain 12483_8_73	1
1280.24763	1	1	Staphylococcus aureus strain 12483_8_69	1
1280.24764	1	1	Staphylococcus aureus strain 12483_8_61	1
1280.24765	1	1	Staphylococcus aureus strain 12625_1_24	1
1280.24766	1	1	Staphylococcus aureus strain 12625_1_25	1
1280.24767	1	1	Staphylococcus aureus strain 12483_8_47	1
1280.24768	1	1	Staphylococcus aureus strain 12483_8_21	1
1280.24769	1	1	Staphylococcus aureus strain 12483_8_78	1
1280.24770	1	1	Staphylococcus aureus strain 12483_8_30	1
1280.24771	1	1	Staphylococcus aureus strain 12483_8_45	1
1280.24772	1	1	Staphylococcus aureus strain 12483_8_31	1
1280.24773	1	1	Staphylococcus aureus strain 12625_1_13	1
1280.24774	1	1	Staphylococcus aureus strain 12483_8_68	1
1280.24775	1	1	Staphylococcus aureus strain 12483_8_20	1
1280.24776	1	1	Staphylococcus aureus strain 12625_1_26	1
1280.24777	1	1	Staphylococcus aureus strain 12625_1_18	1
1280.24778	1	1	Staphylococcus aureus strain 12673_8_85	1
1280.24779	1	1	Staphylococcus aureus strain 12483_8_19	1
1280.24780	1	1	Staphylococcus aureus strain 12483_8_77	1
1280.24781	1	1	Staphylococcus aureus strain 12625_1_11	1
1280.24782	1	1	Staphylococcus aureus strain 12625_1_8	1
1280.24783	1	1	Staphylococcus aureus strain 12625_1_19	1
1280.24784	1	1	Staphylococcus aureus strain 12483_8_49	1
1280.24785	1	1	Staphylococcus aureus strain 12625_1_29	1
1280.24786	1	1	Staphylococcus aureus strain 12483_8_35	1
1280.24787	1	1	Staphylococcus aureus strain 12625_1_9	1
1280.24788	1	1	Staphylococcus aureus strain 12483_8_58	1
1280.24789	1	1	Staphylococcus aureus strain 12483_8_75	1
1280.24790	1	1	Staphylococcus aureus strain 12483_8_24	1
1280.24791	1	1	Staphylococcus aureus strain 12483_8_25	1
1280.24792	1	1	Staphylococcus aureus strain 12625_1_10	1
1280.24793	1	1	Staphylococcus aureus strain 12673_8_86	1
1280.24794	1	1	Staphylococcus aureus strain 12483_8_65	1
1280.24795	1	1	Staphylococcus aureus strain 12673_8_87	1
1280.24796	1	1	Staphylococcus aureus strain 12625_1_5	1
1280.24797	1	1	Staphylococcus aureus strain 12483_8_87	1
1280.24798	1	1	Staphylococcus aureus strain 12483_8_76	1
1280.24799	1	1	Staphylococcus aureus strain 12483_8_88	1
1280.24800	1	1	Staphylococcus aureus strain 12483_8_93	1
1280.24801	1	1	Staphylococcus aureus strain 12483_8_2	1
1280.24802	1	1	Staphylococcus aureus strain 12483_8_83	1
1280.24803	1	1	Staphylococcus aureus strain 12673_8_88	1
1280.24804	1	1	Staphylococcus aureus strain 12483_8_52	1
1280.24805	1	1	Staphylococcus aureus strain 12483_8_28	1
1280.24806	1	1	Staphylococcus aureus strain 12625_1_14	1
1280.24807	1	1	Staphylococcus aureus strain 12625_1_3	1
1280.24808	1	1	Staphylococcus aureus strain 12625_1_27	1
1280.24809	1	1	Staphylococcus aureus strain 12483_8_16	1
1280.24810	1	1	Staphylococcus aureus strain 12483_8_55	1
1280.24811	1	1	Staphylococcus aureus strain 12483_8_51	1
1280.24812	1	1	Staphylococcus aureus strain 12483_8_4	1
1280.24813	1	1	Staphylococcus aureus strain 12483_8_56	1
1280.24814	1	1	Staphylococcus aureus strain 12483_8_32	1
1280.24815	1	1	Staphylococcus aureus strain 12483_8_54	1
1280.24816	1	1	Staphylococcus aureus strain 12483_8_92	1
1280.24817	1	1	Staphylococcus aureus strain 12483_8_95	1
1280.24818	1	1	Staphylococcus aureus strain 12483_8_59	1
1280.24819	1	1	Staphylococcus aureus strain 12483_8_1	1
1280.24820	1	1	Staphylococcus aureus strain 12483_8_11	1
1280.24821	1	1	Staphylococcus aureus strain 12625_1_15	1
1280.24822	1	1	Staphylococcus aureus strain 12625_1_2	1
1280.24823	1	1	Staphylococcus aureus strain 12483_8_41	1
1280.24824	1	1	Staphylococcus aureus strain 12483_8_62	1
1280.24825	1	1	Staphylococcus aureus strain 12483_8_60	1
1280.24826	1	1	Staphylococcus aureus strain 12625_1_7	1
1280.24827	1	1	Staphylococcus aureus strain 12483_8_15	1
1280.24828	1	1	Staphylococcus aureus strain 12483_8_7	1
1280.24829	1	1	Staphylococcus aureus strain 12625_1_4	1
1280.24830	1	1	Staphylococcus aureus strain 12483_8_66	1
1280.24831	1	1	Staphylococcus aureus strain 12483_8_80	1
